n,accuracy,nll,brier,ece_15bin,dataset,method,stratum
400,0.6925,0.6156354807645602,0.19680400723598335,0.14805778594591965,promoter_alisim_dense,cnn_ensemble,0.5
400,0.71,0.6215476472001028,0.19703140175374895,0.13501018799827108,promoter_alisim_dense,cnn_ensemble,0.6
400,0.6775,0.7284767243633636,0.22631247560398238,0.16044926300955736,promoter_alisim_dense,cnn_ensemble,0.8
400,0.63,0.7361388198435711,0.24488514462840452,0.19398240998041932,promoter_alisim_dense,cnn_ensemble,1.0
400,0.5875,0.9590805912156745,0.29108974809078086,0.24989557316769553,promoter_alisim_dense,cnn_ensemble,1.5
400,0.61,0.9539204271158731,0.2838194721333745,0.22722173657113473,promoter_alisim_dense,cnn_ensemble,2.0
400,0.585,0.9680615885731992,0.2946359099806283,0.2281502390400874,promoter_alisim_dense,cnn_ensemble,3.0
400,0.8675,0.3375650955452192,0.10177037916123169,0.08413663673895139,promoter_alisim_dense,rf,0.0
400,0.865,0.34574596072785996,0.10486362814962055,0.08357418989745347,promoter_alisim_dense,rf,0.01
400,0.87,0.34873994498596533,0.10611249904981097,0.09487415727954483,promoter_alisim_dense,rf,0.02
400,0.8625,0.36330440999160674,0.11081148886618014,0.0920720925381847,promoter_alisim_dense,rf,0.05
400,0.855,0.3818395427419234,0.11790233090753521,0.09853051374107201,promoter_alisim_dense,rf,0.1
400,0.83,0.3867530969116244,0.12061176013258106,0.09048345157594757,promoter_alisim_dense,rf,0.15
400,0.8075,0.421965191310828,0.13492572227564012,0.07178878073929167,promoter_alisim_dense,rf,0.2
400,0.7975,0.4388231743169974,0.14080092813628992,0.0772519264384963,promoter_alisim_dense,rf,0.3
400,0.7775,0.46726624408449413,0.1523579671014935,0.07455424393253736,promoter_alisim_dense,rf,0.4
400,0.74,0.5043588094140493,0.16734206235163931,0.08263281259523483,promoter_alisim_dense,rf,0.5
400,0.7625,0.4903581928404019,0.16079434698638606,0.08424908036134163,promoter_alisim_dense,rf,0.6
400,0.745,0.5181854082270764,0.171312764553858,0.0881146961453794,promoter_alisim_dense,rf,0.8
400,0.7125,0.564770655998291,0.1921286274609995,0.04853543407256491,promoter_alisim_dense,rf,1.0
400,0.6725,0.592886472907065,0.20461846327907374,0.051411572475458064,promoter_alisim_dense,rf,1.5
400,0.6675,0.6022770908432851,0.2084414648304704,0.04120220946222705,promoter_alisim_dense,rf,2.0
400,0.6225,0.653241489147597,0.2307864362568452,0.03363136183555215,promoter_alisim_dense,rf,3.0
