checkpoint,Q1_U_epistemic,Q4_U_epistemic,Q1_over_Q4_epistemic_ratio,Q1_U_aleatoric,Q4_U_aleatoric
"OLD (stale, pre-fix trained)",0.15915053497736498,0.008931795335780411,17.818426082807154,0.7116479586170177,0.07740382770208092
NEW (epinet_zfix),0.06734228919664713,0.0025142426945761304,26.784323304159063,0.7781273516440632,0.06292238011203627
