,species,genus,family,order,class,phylum,kingdom,superkingdom
3328,2956000,2948769,0,0,2731619,2731618,2731360,10239
3329,2956010,2948770,2946170,0,2731619,2731618,2731360,10239
3330,2956015,2948771,0,0,2731619,2731618,2731360,10239
3331,2956041,2948775,0,0,2731619,2731618,2731360,10239
3332,2956043,2948776,2946175,0,2731619,2731618,2731360,10239
3333,2956045,2948777,2946170,0,2731619,2731618,2731360,10239
3334,2956049,2948779,2946167,0,2731619,2731618,2731360,10239
3335,2956052,2948780,2946167,0,2731619,2731618,2731360,10239
3336,2956053,2942980,2942965,1978007,2731619,2731618,2731360,10239
3337,2956056,2948781,0,0,2731619,2731618,2731360,10239
3338,2956058,2948783,1980416,1980410,2497576,2497569,2732396,10239
3339,2956059,2948784,0,0,2731619,2731618,2731360,10239
3340,2956062,2943010,2943001,0,2731619,2731618,2731360,10239
3341,2956068,1982076,0,0,2731619,2731618,2731360,10239
3342,2956092,2948789,0,0,2731619,2731618,2731360,10239
3343,2956095,2948790,2946173,0,2731619,2731618,2731360,10239
3344,2956096,2948791,0,0,2731619,2731618,2731360,10239
3345,2956098,2948792,2732892,2732503,2732499,2732407,2732396,10239
3346,2956100,2948794,1980416,1980410,2497576,2497569,2732396,10239
3347,2956101,2948795,1980416,1980410,2497576,2497569,2732396,10239
3348,2956102,2948796,2946190,2942680,2731619,2731618,2731360,10239
3349,2956105,2943011,2943001,0,2731619,2731618,2731360,10239
3350,2956108,2948798,2946159,0,2731619,2731618,2731360,10239
3351,2956122,2948801,0,0,2731619,2731618,2731360,10239
3352,2956123,2948802,0,0,2731619,2731618,2731360,10239
3353,2956125,2948803,2946160,0,2731619,2731618,2731360,10239
3354,2956126,2948804,2946182,2942676,2731619,2731618,2731360,10239
3355,2956130,2948805,10860,2732094,2732411,2732410,2732090,10239
3356,2956131,2948806,2946160,0,2731619,2731618,2731360,10239
3357,2956134,2948807,0,0,2731619,2731618,2731360,10239
3358,2956138,2948808,2946173,0,2731619,2731618,2731360,10239
3359,2956139,2733267,2508209,76804,2732506,2732408,2732396,10239
3360,2956144,2948809,2946160,0,2731619,2731618,2731360,10239
3361,2956146,2948810,0,0,2731619,2731618,2731360,10239
3362,2956148,2948811,2501985,11157,2497574,2497569,2732396,10239
3363,2956181,2948814,2946160,0,2731619,2731618,2731360,10239
3364,2956185,2948816,0,0,2731619,2731618,2731360,10239
3365,2956186,2943012,2943001,0,2731619,2731618,2731360,10239
3366,2956187,2948817,2946189,2942679,2732423,2732416,2732092,10239
3367,2956188,2948818,2946188,2942678,2732423,2732416,2732092,10239
3368,2956190,2948821,2946184,2942677,2731619,2731618,2731360,10239
3369,2956191,2948822,0,0,2731619,2731618,2731360,10239
3370,2956195,2948823,2946190,2942680,2731619,2731618,2731360,10239
3371,2956196,2948824,2946190,2942680,2731619,2731618,2731360,10239
3372,2956197,2948825,2946189,2942679,2732423,2732416,2732092,10239
3373,2956199,2948826,2946163,0,2731619,2731618,2731360,10239
3374,2956200,2948827,0,0,2731619,2731618,2731360,10239
3375,2956206,2948828,2946170,0,2731619,2731618,2731360,10239
3376,2956208,2948829,0,0,2731619,2731618,2731360,10239
3377,2956210,2948832,0,0,2731619,2731618,2731360,10239
3378,2956212,2948833,0,0,2731619,2731618,2731360,10239
3379,2956213,2948835,2946188,2942678,2732423,2732416,2732092,10239
3380,2956214,2948836,2946156,0,2731619,2731618,2731360,10239
3381,2956221,2948838,2946160,0,2731619,2731618,2731360,10239
3382,2956223,2948839,2946160,0,2731619,2731618,2731360,10239
3383,2956224,2948840,199704,76804,2732506,2732408,2732396,10239
3384,2956229,2948842,2946164,0,2731619,2731618,2731360,10239
3385,2956232,2948843,11266,11157,2497574,2497569,2732396,10239
3386,2956234,2948846,2842329,0,2731619,2731618,2731360,10239
3387,2956235,2948847,0,0,2731619,2731618,2731360,10239
3388,2956240,2948849,2946160,0,2731619,2731618,2731360,10239
3389,2956245,2948850,2946176,1980410,2497576,2497569,2732396,10239
3390,2956252,2948851,585893,2732549,2732505,2732408,2732396,10239
3391,2956262,2948855,2946165,0,2731619,2731618,2731360,10239
3392,2956265,2948856,2842329,0,2731619,2731618,2731360,10239
3393,2956268,2942981,2942965,1978007,2731619,2731618,2731360,10239
3394,2956282,2948858,2501985,11157,2497574,2497569,2732396,10239
3395,2956283,2948859,2842329,0,2731619,2731618,2731360,10239
3396,2956300,2948860,2946174,0,2731619,2731618,2731360,10239
3397,2956310,2948861,0,0,2731619,2731618,2731360,10239
3398,2956312,2948862,2501987,11157,2497574,2497569,2732396,10239
3399,2956313,2948863,2946188,2942678,2732423,2732416,2732092,10239
3400,2956314,2948864,0,0,2731619,2731618,2731360,10239
3401,2956315,2943014,2943001,0,2731619,2731618,2731360,10239
3402,2956317,2948865,0,0,2731619,2731618,2731360,10239
3403,2956318,2948866,0,0,2731619,2731618,2731360,10239
3404,2956325,2948869,2946175,0,2731619,2731618,2731360,10239
3405,2956326,2948870,2946171,0,2731619,2731618,2731360,10239
3406,2956327,2948871,10860,2732094,2732411,2732410,2732090,10239
3407,2956330,2948872,2946160,0,2731619,2731618,2731360,10239
3408,2956343,2948874,0,0,2731619,2731618,2731360,10239
3409,2956344,2948875,0,0,2731619,2731618,2731360,10239
3410,2956346,2948876,2946167,0,2731619,2731618,2731360,10239
3411,2956351,1299308,11308,2499411,2497577,2497569,2732396,10239
3412,2956352,2948877,0,0,2731619,2731618,2731360,10239
3413,2956355,2943015,2943001,0,2731619,2731618,2731360,10239
3414,2956357,2948878,0,0,2731619,2731618,2731360,10239
3415,2956359,2948879,11270,11157,2497574,2497569,2732396,10239
3416,2956364,2948880,2946180,2942676,2731619,2731618,2731360,10239
3417,2956367,1623301,2946173,0,2731619,2731618,2731360,10239
3418,2956368,2843005,2560063,2732504,2732500,2732407,2732396,10239
3419,2956372,2948881,2946178,2732536,2732423,2732416,2732092,10239
3420,2956374,2948882,2501987,11157,2497574,2497569,2732396,10239
3421,2956376,2948884,0,0,2731619,2731618,2731360,10239
3422,2956382,2948885,2946170,0,2731619,2731618,2731360,10239
3423,2956385,2948886,0,0,2731619,2731618,2731360,10239
3424,2956386,2948887,0,0,2731619,2731618,2731360,10239
3425,2956387,2948888,2946180,2942676,2731619,2731618,2731360,10239
3426,2956388,2948889,0,0,2731619,2731618,2731360,10239
3427,2956389,2948890,0,0,2731619,2731618,2731360,10239
3428,2956396,2948891,2946169,0,2731619,2731618,2731360,10239
3429,2956398,2948894,0,0,2731619,2731618,2731360,10239
3430,2956399,2948895,11308,2499411,2497577,2497569,2732396,10239
3431,2956401,2948896,0,0,2731619,2731618,2731360,10239
3432,2956425,2948897,11270,11157,2497574,2497569,2732396,10239
3433,2956426,2948898,2946160,0,2731619,2731618,2731360,10239
3434,2956429,2948899,2976944,2942676,2731619,2731618,2731360,10239
3435,2956430,2948900,0,0,2731619,2731618,2731360,10239
3436,2956431,2948901,0,0,2731619,2731618,2731360,10239
3437,2956433,2943017,2943001,0,2731619,2731618,2731360,10239
3438,2956437,2943018,2943001,0,2731619,2731618,2731360,10239
3439,2956439,2948904,2946160,0,2731619,2731618,2731360,10239
3440,2956442,2943019,2943001,0,2731619,2731618,2731360,10239
3441,2956443,2948905,0,0,2731619,2731618,2731360,10239
3442,2956444,2948906,0,0,2731619,2731618,2731360,10239
3443,2956445,2948907,2732894,76804,2732506,2732408,2732396,10239
3444,2956449,1308858,11270,11157,2497574,2497569,2732396,10239
3445,2956453,2948908,11270,11157,2497574,2497569,2732396,10239
3446,2956458,2948910,0,0,2731619,2731618,2731360,10239
3447,2956463,2948911,0,0,2731619,2731618,2731360,10239
3448,2956465,2948912,2946175,0,2731619,2731618,2731360,10239
3449,2956469,2948913,2946160,0,2731619,2731618,2731360,10239
3450,2956470,2948914,0,0,2731619,2731618,2731360,10239
3451,2956473,2948916,2501987,11157,2497574,2497569,2732396,10239
3452,2956475,2948917,2946175,0,2731619,2731618,2731360,10239
3453,2956486,2948918,2501987,11157,2497574,2497569,2732396,10239
3454,2956487,2948919,675068,675063,2732461,2732406,2732396,10239
3455,2956489,2948920,2501987,11157,2497574,2497569,2732396,10239
3456,2956490,2948921,11266,11157,2497574,2497569,2732396,10239
3457,2956521,2948923,39748,2732549,2732505,2732408,2732396,10239
3458,2956529,2948925,0,0,2731619,2731618,2731360,10239
3459,2956534,2948926,0,0,2731619,2731618,2731360,10239
3460,2956537,2948927,0,0,2731619,2731618,2731360,10239
3461,2956538,2948928,1312872,76804,2732506,2732408,2732396,10239
3462,2956539,2948929,1312872,76804,2732506,2732408,2732396,10239
3463,2956542,2948930,39738,2732548,2732463,2732406,2732396,10239
3464,2956543,2948931,2976943,2942680,2731619,2731618,2731360,10239
3465,2956546,2948932,2732892,2732503,2732499,2732407,2732396,10239
3466,2956556,2948933,2842329,0,2731619,2731618,2731360,10239
3467,2956558,2948934,2501985,11157,2497574,2497569,2732396,10239
3468,2956575,2948937,0,0,2731619,2731618,2731360,10239
3469,2956576,2948938,2501985,11157,2497574,2497569,2732396,10239
3470,2956579,2948939,0,0,2731619,2731618,2731360,10239
3471,2956619,2948940,2732892,2732503,2732499,2732407,2732396,10239
3472,2956628,2948941,2501987,11157,2497574,2497569,2732396,10239
3473,2956629,2948942,2946167,0,2731619,2731618,2731360,10239
3474,2956630,2948943,2946189,2942679,2732423,2732416,2732092,10239
3475,2956633,2948944,10860,2732094,2732411,2732410,2732090,10239
3476,2956634,2948945,2508209,76804,2732506,2732408,2732396,10239
3477,2956636,2948946,0,0,2731619,2731618,2731360,10239
3478,2956645,2948947,2842329,0,2731619,2731618,2731360,10239
3479,2956649,2948949,0,0,2731619,2731618,2731360,10239
3480,2956672,2948951,2946167,0,2731619,2731618,2731360,10239
3481,2956679,2948952,2942964,1978007,2731619,2731618,2731360,10239
3482,2956698,2948953,2942964,1978007,2731619,2731618,2731360,10239
3483,2956699,2942982,2942965,1978007,2731619,2731618,2731360,10239
3484,2956700,2948954,0,0,2731619,2731618,2731360,10239
3485,2956701,2948955,2501987,11157,2497574,2497569,2732396,10239
3486,2956702,2948956,2946162,0,2731619,2731618,2731360,10239
3487,2956703,2948957,675061,675063,2732461,2732406,2732396,10239
3488,2956706,2948959,0,0,2731619,2731618,2731360,10239
3489,2956707,2948960,0,0,2731619,2731618,2731360,10239
3490,2956710,2943020,2943001,0,2731619,2731618,2731360,10239
3491,2956712,2948963,0,0,2731619,2731618,2731360,10239
3492,2956798,940550,1706371,1706369,1236,1224,0,2
3493,2961574,1427149,1963268,2235,183963,28890,0,2157
3494,2961595,871740,2236,2235,183963,28890,0,2157
3495,2962671,3056835,1963268,2235,183963,28890,0,2157
3496,2962673,2806252,1963268,2235,183963,28890,0,2157
3497,2963434,2174848,1644061,1644060,183963,28890,0,2157
3498,2966552,3048127,216572,186802,186801,1239,0,2
3499,296745,379065,186817,1385,91061,1239,0,2
3500,297,70774,206349,119069,2008785,1224,0,2
3501,2970906,191,2829815,204441,28211,1224,0,2
3502,2974023,3050007,3050006,134621,203494,74201,0,2
3503,2974039,1198,1892254,1150,3028117,1117,0,2
3504,2975055,2056696,2056687,72273,1236,1224,0,2
3505,2975157,2975149,2896860,768507,768503,976,0,2
3506,2976241,1453544,1775411,135614,1236,1224,0,2
3507,2976982,2838409,2024974,2024973,1553900,3018035,0,2
3508,2979464,156993,2762302,768507,768503,976,0,2
3509,2980027,3033930,186817,1385,91061,1239,0,2
3510,2980099,1100891,506,80840,28216,1224,0,2
3511,2980100,300264,1499392,206351,28216,1224,0,2
3512,2981137,585890,1499392,206351,28216,1224,0,2
3513,2981138,130795,2070,85010,1760,201174,0,2
3514,298331,129876,10508,2732559,2732529,2732008,2732005,10239
3515,298338,2843016,2560065,0,2731619,2731618,2731360,10239
3516,2984951,1255275,1643949,1643947,188708,200918,0,2
3517,2985506,1649457,85023,85006,1760,201174,0,2
3518,298654,2994363,74712,85013,1760,201174,0,2
3519,2986923,1612611,82115,356,28211,1224,0,2
3520,2986949,1775688,255475,356,28211,1224,0,2
3521,299262,299261,2854170,204455,28211,1224,0,2
3522,2994555,3051458,200667,768507,768503,976,0,2
3523,2995304,53,224463,3031713,0,2818505,0,2
3524,2999116,1434026,31979,186802,186801,1239,0,2
3525,300019,33882,85023,85006,1760,201174,0,2
3526,300180,11618,11617,1980410,2497576,2497569,2732396,10239
3527,300186,564646,10477,1511857,2841637,2840024,2840023,10239
3528,300231,89404,72275,135622,1236,1224,0,2
3529,3003601,1257,186804,186802,186801,1239,0,2
3530,3004129,2905949,213116,213115,3031449,200940,0,2
3531,3015160,265431,28056,85008,1760,201174,0,2
3532,3015995,1751296,31989,204455,28211,1224,0,2
3533,3022676,359337,1706371,1706369,1236,1224,0,2
3534,3022791,2901164,135621,72274,1236,1224,0,2
3535,3024400,3058346,1549128,362534,28211,1224,0,2
3536,3025782,78526,82115,356,28211,1224,0,2
3537,3028315,475230,186821,1385,91061,1239,0,2
3538,3028735,449972,69277,356,28211,1224,0,2
3539,3029084,3029078,3029085,649776,649775,508458,0,2
3540,3031917,1548510,171551,171549,200643,976,0,2
3541,3031919,2303321,543,91347,1236,1224,0,2
3542,3034023,2841540,1963268,2235,183963,28890,0,2157
3543,3035694,41273,1737406,1737405,1737404,1239,0,2
3544,3036126,214904,186804,186802,186801,1239,0,2
3545,3036945,1155385,31979,186802,186801,1239,0,2
3546,3037797,1114981,2975441,80840,28216,1224,0,2
3547,3039386,212744,75682,80840,28216,1224,0,2
3548,3039851,1617805,31989,204455,28211,1224,0,2
3549,3040677,2493629,2493628,2493627,28211,1224,0,2
3550,3040935,512381,433,204441,28211,1224,0,2
3551,3041175,369926,31957,85009,1760,201174,0,2
3552,3041435,184923,45404,356,28211,1224,0,2
3553,304207,2767891,33958,186826,91061,1239,0,2
3554,3042615,1621534,72275,135622,1236,1224,0,2
3555,304399,573055,10240,2732527,2732525,2732007,2732005,10239
3556,3045146,2304687,216572,186802,186801,1239,0,2
3557,3045816,3045815,2303527,1890424,3028117,1117,0,2
3558,3045953,2560155,11158,11157,2497574,2497569,2732396,10239
3559,3047343,315393,549779,2732554,2732523,2732007,2732005,10239
3560,3047688,12270,675072,464095,2732506,2732408,2732396,10239
3561,3047689,564643,10993,0,0,0,2732396,10239
3562,3047693,2022856,2560061,2732544,2732461,2732406,2732396,10239
3563,3047694,187214,186534,2169561,2732514,2732409,2732397,10239
3564,3047701,12269,675072,464095,2732506,2732408,2732396,10239
3565,3047716,3044800,549779,2732554,2732523,2732007,2732005,10239
3566,3047724,1911600,39738,2732548,2732463,2732406,2732396,10239
3567,3047736,186533,186534,2169561,2732514,2732409,2732397,10239
3568,3047742,310684,675072,464095,2732506,2732408,2732396,10239
3569,3047743,227307,687329,0,0,0,0,10239
3570,3047744,742914,39724,2732536,2732423,2732416,2732092,10239
3571,3047755,675070,2560061,2732544,2732461,2732406,2732396,10239
3572,3047757,12051,249184,675063,2732461,2732406,2732396,10239
3573,3047758,10652,186534,2169561,2732514,2732409,2732397,10239
3574,3047771,12258,675072,464095,2732506,2732408,2732396,10239
3575,3047780,12141,39738,2732548,2732463,2732406,2732396,10239
3576,3047782,558019,10442,2840070,2840056,0,0,10239
3577,3047794,1921707,43682,2732555,2732523,2732007,2732005,10239
3578,3047811,39752,10993,0,0,0,2732396,10239
3579,3047818,12148,249184,675063,2732461,2732406,2732396,10239
3580,3047836,1299310,39738,2732548,2732463,2732406,2732396,10239
3581,3047838,1299312,39738,2732548,2732463,2732406,2732396,10239
3582,3047840,199703,199704,76804,2732506,2732408,2732396,10239
3583,3047842,39725,39724,2732536,2732423,2732416,2732092,10239
3584,3047853,249185,249184,675063,2732461,2732406,2732396,10239
3585,3047860,1511853,1511852,2840070,2840056,0,0,10239
3586,3047949,1513277,2560061,2732544,2732461,2732406,2732396,10239
3587,3047951,1922209,232795,464095,2732506,2732408,2732396,10239
3588,3048007,58842,2854170,204455,28211,1224,0,2
3589,3048148,162387,11244,11157,2497574,2497569,2732396,10239
3590,3048151,39751,10993,0,0,0,2732396,10239
3591,3048161,186457,39738,2732548,2732463,2732406,2732396,10239
3592,3048190,39739,39738,2732548,2732463,2732406,2732396,10239
3593,3048191,1299313,39738,2732548,2732463,2732406,2732396,10239
3594,3048203,10639,186534,2169561,2732514,2732409,2732397,10239
3595,3048222,558018,10442,2840070,2840056,0,0,10239
3596,3048227,146761,39738,2732548,2732463,2732406,2732396,10239
3597,3048230,1299309,39738,2732548,2732463,2732406,2732396,10239
3598,3048238,558016,10442,2840070,2840056,0,0,10239
3599,3048242,186844,39738,2732548,2732463,2732406,2732396,10239
3600,3048243,12057,675072,464095,2732506,2732408,2732396,10239
3601,3048247,39734,39738,2732548,2732463,2732406,2732396,10239
3602,3048250,1911601,39738,2732548,2732463,2732406,2732396,10239
3603,3048254,1911602,39738,2732548,2732463,2732406,2732396,10239
3604,3048255,1911599,39738,2732548,2732463,2732406,2732396,10239
3605,3048260,2842693,1511852,2840070,2840056,0,0,10239
3606,3048265,186845,186534,2169561,2732514,2732409,2732397,10239
3607,3048295,12266,39738,2732548,2732463,2732406,2732396,10239
3608,3048297,144051,232795,464095,2732506,2732408,2732396,10239
3609,3048298,187212,186534,2169561,2732514,2732409,2732397,10239
3610,3048299,12050,675072,464095,2732506,2732408,2732396,10239
3611,3048303,1748295,186534,2169561,2732514,2732409,2732397,10239
3612,3048307,2843011,186534,2169561,2732514,2732409,2732397,10239
3613,3048309,232799,699189,464095,2732506,2732408,2732396,10239
3614,3048320,1511861,1511860,2732549,2732505,2732408,2732396,10239
3615,3048322,12036,39738,2732548,2732463,2732406,2732396,10239
3616,3048333,43680,43682,2732555,2732523,2732007,2732005,10239
3617,3048343,215920,675072,464095,2732506,2732408,2732396,10239
3618,3048357,1213379,232795,464095,2732506,2732408,2732396,10239
3619,3048359,2733288,10993,0,0,0,2732396,10239
3620,3048365,2842638,1511852,2840070,2840056,0,0,10239
3621,3048369,1299311,39738,2732548,2732463,2732406,2732396,10239
3622,3048371,1232640,186534,2169561,2732514,2732409,2732397,10239
3623,3048378,675073,675072,464095,2732506,2732408,2732396,10239
3624,3048379,687336,687329,0,0,0,0,10239
3625,3048380,687333,687329,0,0,0,0,10239
3626,3048407,687332,687329,0,0,0,0,10239
3627,3048408,687339,687329,0,0,0,0,10239
3628,3048409,1218487,687329,0,0,0,0,10239
3629,3048411,687335,687329,0,0,0,0,10239
3630,3048412,687334,687329,0,0,0,0,10239
3631,3048413,687331,687329,0,0,0,0,10239
3632,3048446,2842851,10292,548681,2731363,2731361,2731360,10239
3633,3048448,3044782,11050,2732545,2732462,2732406,2732396,10239
3634,3048452,558017,10442,2840070,2840056,0,0,10239
3635,3048456,39750,10993,0,0,0,2732396,10239
3636,3048462,2560258,1511860,2732549,2732505,2732408,2732396,10239
3637,304895,414878,414877,414714,1760,201174,0,2
3638,3049952,186938,11158,11157,2497574,2497569,2732396,10239
3639,3050072,415014,0,186802,186801,1239,0,2
3640,3050134,548687,10292,548681,2731363,2731361,2731360,10239
3641,3050245,10319,10292,548681,2731363,2731361,2731360,10239
3642,3050248,1868215,11244,11157,2497574,2497569,2732396,10239
3643,3050250,10375,10292,548681,2731363,2731361,2731360,10239
3644,3050271,3044698,548682,548681,2731363,2731361,2731360,10239
3645,3050272,2842564,10292,548681,2731363,2731361,2731360,10239
3646,3050273,548689,10292,548681,2731363,2731361,2731360,10239
3647,3050281,548688,10292,548681,2731363,2731361,2731360,10239
3648,3050288,180252,10292,548681,2731363,2731361,2731360,10239
3649,3050290,1513230,548685,548681,2731363,2731361,2731360,10239
3650,3050296,40272,10292,548681,2731363,2731361,2731360,10239
3651,3050300,10379,10292,548681,2731363,2731361,2731360,10239
3652,3050301,3044737,548682,548681,2731363,2731361,2731360,10239
3653,3050305,10294,10292,548681,2731363,2731361,2731360,10239
3654,3050324,10365,10292,548681,2731363,2731361,2731360,10239
3655,3050331,548686,548685,548681,2731363,2731361,2731360,10239
3656,3050334,10358,10292,548681,2731363,2731361,2731360,10239
3657,3050344,180255,10292,548681,2731363,2731361,2731360,10239
3658,3050347,3044671,548682,548681,2731363,2731361,2731360,10239
3659,3050351,3044809,548682,548681,2731363,2731361,2731360,10239
3660,3050360,1232637,10292,548681,2731363,2731361,2731360,10239
3661,3050362,2842996,10292,548681,2731363,2731361,2731360,10239
3662,3051371,2560174,11158,11157,2497574,2497569,2732396,10239
3663,3051383,2560194,11158,11157,2497574,2497569,2732396,10239
3664,3051404,2560082,1980413,1980410,2497576,2497569,2732396,10239
3665,3051410,2560083,1980413,1980410,2497576,2497569,2732396,10239
3666,3051412,2842365,687329,0,0,0,0,10239
3667,3051624,310911,10780,2732534,2732422,2732415,2732092,10239
3668,3051975,2560091,11617,1980410,2497576,2497569,2732396,10239
3669,3051977,2733223,10780,2732534,2732422,2732415,2732092,10239
3670,3051980,1232658,11158,11157,2497574,2497569,2732396,10239
3671,3051983,1511864,10780,2732534,2732422,2732415,2732092,10239
3672,3051995,2501981,1980418,1980410,2497576,2497569,2732396,10239
3673,3052000,1511854,1511852,2840070,2840056,0,0,10239
3674,3052025,2733224,10780,2732534,2732422,2732415,2732092,10239
3675,3052045,1507401,10780,2732534,2732422,2732415,2732092,10239
3676,3052086,203133,31957,85009,1760,201174,0,2
3677,3052099,2733230,10780,2732534,2732422,2732415,2732092,10239
3678,3052115,2733231,10780,2732534,2732422,2732415,2732092,10239
3679,3052116,2842598,687329,0,0,0,0,10239
3680,3052136,2560118,1980418,1980410,2497576,2497569,2732396,10239
3681,3052142,1511888,10780,2732534,2732422,2732415,2732092,10239
3682,3052148,1513236,11266,11157,2497574,2497569,2732396,10239
3683,3052172,2733242,11158,11157,2497574,2497569,2732396,10239
3684,3052181,2733240,11266,11157,2497574,2497569,2732396,10239
3685,3052182,2169608,2169567,2732535,2732423,2732416,2732092,10239
3686,3052183,2842645,10780,2732534,2732422,2732415,2732092,10239
3687,3052184,2733292,186534,2169561,2732514,2732409,2732397,10239
3688,3052186,2733257,1980418,1980410,2497576,2497569,2732396,10239
3689,3052189,40121,10780,2732534,2732422,2732415,2732092,10239
3690,3052195,687337,687329,0,0,0,0,10239
3691,3052202,2501995,1980417,1980410,2497576,2497569,2732396,10239
3692,3052205,1283308,11158,11157,2497574,2497569,2732396,10239
3693,3052209,1285591,1285590,2840070,2840056,0,0,10239
3694,3052212,1980420,1980418,1980410,2497576,2497569,2732396,10239
3695,3052214,2169607,11617,1980410,2497576,2497569,2732396,10239
3696,3052220,2733225,10780,2732534,2732422,2732415,2732092,10239
3697,3052223,260964,11158,11157,2497574,2497569,2732396,10239
3698,3052230,11102,11050,2732545,2732462,2732406,2732396,10239
3699,3052240,2733232,10780,2732534,2732422,2732415,2732092,10239
3700,3052243,1980533,1980416,1980410,2497576,2497569,2732396,10239
3701,3052245,3044730,3044473,0,2731619,2731618,2731360,10239
3702,3052246,2733243,11158,11157,2497574,2497569,2732396,10239
3703,3052248,2501976,1980418,1980410,2497576,2497569,2732396,10239
3704,3052249,2501977,1980418,1980410,2497576,2497569,2732396,10239
3705,3052250,2501978,1980418,1980410,2497576,2497569,2732396,10239
3706,3052252,2842749,1980417,1980410,2497576,2497569,2732396,10239
3707,3052253,3044736,10780,2732534,2732422,2732415,2732092,10239
3708,3052256,40122,10780,2732534,2732422,2732415,2732092,10239
3709,3052260,2733258,1980418,1980410,2497576,2497569,2732396,10239
3710,3052269,2501997,1980417,1980410,2497576,2497569,2732396,10239
3711,3052270,2169609,2169567,2732535,2732423,2732416,2732092,10239
3712,3052273,1218489,687329,0,0,0,0,10239
3713,3052279,2560166,1980418,1980410,2497576,2497569,2732396,10239
3714,3052280,2733259,1980418,1980410,2497576,2497569,2732396,10239
3715,3052282,2501366,1980413,1980410,2497576,2497569,2732396,10239
3716,3052303,1653394,11617,1980410,2497576,2497569,2732396,10239
3717,3052334,3044759,1980418,1980410,2497576,2497569,2732396,10239
3718,3052338,2501367,1980413,1980410,2497576,2497569,2732396,10239
3719,3052340,2501979,1980418,1980410,2497576,2497569,2732396,10239
3720,3052345,11229,11158,11157,2497574,2497569,2732396,10239
3721,3052348,1285593,1285590,2840070,2840056,0,0,10239
3722,3052349,2842886,10780,2732534,2732422,2732415,2732092,10239
3723,3052350,2560179,687329,0,0,0,0,10239
3724,3052354,2560185,11158,11157,2497574,2497569,2732396,10239
3725,3052361,3044774,0,0,2731619,2731618,2731360,10239
3726,3052362,2842910,1980415,1980410,2497576,2497569,2732396,10239
3727,3052366,2842923,687329,0,0,0,0,10239
3728,3052381,11572,1980416,1980410,2497576,2497569,2732396,10239
3729,3052460,3044781,11266,11157,2497574,2497569,2732396,10239
3730,3052505,3044783,11266,11157,2497574,2497569,2732396,10239
3731,3052514,1980517,1980415,1980410,2497576,2497569,2732396,10239
3732,3052543,1980538,1980417,1980410,2497576,2497569,2732396,10239
3733,3052558,2560195,11158,11157,2497574,2497569,2732396,10239
3734,3052566,2560196,1980419,1980410,2497576,2497569,2732396,10239
3735,3052591,2560198,1980416,1980410,2497576,2497569,2732396,10239
3736,3052593,2560199,11158,11157,2497574,2497569,2732396,10239
3737,3052602,2560200,11158,11157,2497574,2497569,2732396,10239
3738,3052603,2733227,10780,2732534,2732422,2732415,2732092,10239
3739,3052610,1307799,11050,2732545,2732462,2732406,2732396,10239
3740,3052615,2733234,10780,2732534,2732422,2732415,2732092,10239
3741,3052621,11095,11050,2732545,2732462,2732406,2732396,10239
3742,3052632,1980421,1980418,1980410,2497576,2497569,2732396,10239
3743,3052676,11584,1980418,1980410,2497576,2497569,2732396,10239
3744,3052691,2501975,1980418,1980410,2497576,2497569,2732396,10239
3745,3052700,2733228,10780,2732534,2732422,2732415,2732092,10239
3746,3052703,2169610,2169567,2732535,2732423,2732416,2732092,10239
3747,3052717,1506574,10780,2732534,2732422,2732415,2732092,10239
3748,3052724,1653395,11617,1980410,2497576,2497569,2732396,10239
3749,3052728,2560212,1980413,1980410,2497576,2497569,2732396,10239
3750,3052734,2843007,687329,0,0,0,0,10239
3751,3052737,2843013,1980415,1980410,2497576,2497569,2732396,10239
3752,3052740,2560217,11158,11157,2497574,2497569,2732396,10239
3753,3052741,2560224,1980417,1980410,2497576,2497569,2732396,10239
3754,3052742,2733229,10780,2732534,2732422,2732415,2732092,10239
3755,3052745,2733244,11158,11157,2497574,2497569,2732396,10239
3756,3052746,3044818,2169567,2732535,2732423,2732416,2732092,10239
3757,3052748,2501994,1980416,1980410,2497576,2497569,2732396,10239
3758,3052749,2501970,1980415,1980410,2497576,2497569,2732396,10239
3759,3052750,2843044,687329,0,0,0,0,10239
3760,3052753,2948915,675072,464095,2732506,2732408,2732396,10239
3761,3052755,2560232,11266,11157,2497574,2497569,2732396,10239
3762,3052756,2501971,1980415,1980410,2497576,2497569,2732396,10239
3763,3052757,3044836,0,0,2731619,2731618,2731360,10239
3764,3052758,2560234,11158,11157,2497574,2497569,2732396,10239
3765,3052762,12329,1980418,1980410,2497576,2497569,2732396,10239
3766,3052770,1511911,10780,2732534,2732422,2732415,2732092,10239
3767,3052775,2843081,687329,0,0,0,0,10239
3768,3052776,2843082,10780,2732534,2732422,2732415,2732092,10239
3769,3052777,2560236,11266,11157,2497574,2497569,2732396,10239
3770,3052778,687338,687329,0,0,0,0,10239
3771,3052789,2501368,1980413,1980410,2497576,2497569,2732396,10239
3772,3052811,2734594,1980418,1980410,2497576,2497569,2732396,10239
3773,3052813,2733293,186534,2169561,2732514,2732409,2732397,10239
3774,3052821,2843130,687329,0,0,0,0,10239
3775,3052826,2560254,1980418,1980410,2497576,2497569,2732396,10239
3776,3052827,2501998,1980417,1980410,2497576,2497569,2732396,10239
3777,3052828,2843144,1980415,1980410,2497576,2497569,2732396,10239
3778,3052830,2843145,687329,0,0,0,0,10239
